valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.694,2000,0.0114,Jr. Walker & The All Stars,0.575,179640,0.731,0,16ZNz0wXDJERo4zquNPw7x,3.97e-06,1,0.351,-7.876,1,How Sweet It Is (To Be Loved By You),52,2000,0.168,125.44
0.448,1973,0.271,Gladys Knight & The Pips,0.595,279333,0.379,0,7MF7QAodbGzNYav5ZfIhAY,2.81e-05,10,0.1,-12.058,0,Midnight Train to Georgia,72,1973,0.0454,92.006
0.93,1962,0.691,Sam Cooke,0.458,159853,0.801,0,7FS541dJh3iQAEXEZoDhE6,0,9,0.328,-7.83,1,Twistin' the Night Away,63,1962-04,0.0565,160.547
0.893,2019,0.3,Yola,0.562,181535,0.821,0,6CgsttSWDA2sISZQp1upXK,0,5,0.519,-5.082,1,I Don't Wanna Lie,55,2019-12-06,0.0277,105.512
0.847,1968,0.195,Stevie Wonder,0.524,169800,0.519,0,4kP69y3GKHi9tXckfgp4bK,0,6,0.523,-11.903,1,For Once In My Life,72,1968-12-01,0.043,110.121
0.697,2018,0.151,The War and Treaty,0.533,214187,0.776,0,7gyDV6Y7GmHqQS4KnzI5Zk,8.65e-05,8,0.13,-7.092,1,Are You Ready to Love Me?,54,2018-08-10,0.0847,90.061
0.965,2001,0.197,Various Artists,0.692,166467,0.633,0,6fuvYxKEvU4inG8eTB2nYi,0,0,0.0929,-7.733,1,I Can't Help Myself,0,2001-01-01,0.0291,126.812
0.499,1968,0.478,Aretha Franklin,0.592,216773,0.355,0,3NfxSdJnVdon1axzloJgba,0,9,0.0585,-14.051,1,I Say a Little Prayer,75,1968-06-14,0.0352,133.032
0.749,1968,0.778,Jackie Wilson,0.684,178373,0.482,0,7F1eoVZd2ySSJ70iP3PN1m,0.000351,5,0.148,-9.234,1,I Get The Sweetest Feeling,60,1968,0.0371,123.532
0.65,2008,0.762,The Supremes,0.617,165080,0.81,0,69Qa7czzqraPWZgxpQN405,0,10,0.134,-6.513,1,You Can't Hurry Love,0,2008-01-01,0.0798,97.389
0.755,2001,0.437,Marvin Gaye,0.677,146160,0.693,0,28wGX1hoLCRbBZbEqITvE3,0,11,0.405,-7.561,0,Ain't No Mountain High Enough - Stereo Version,0,2001-07-17,0.0343,130.013
0.661,2020,0.217,Monophonics,0.588,436840,0.576,0,22n3sLGqLcaYKiVniC1ZOT,0.0354,6,0.172,-6.945,0,Last One Standing,0,2020-03-03,0.0367,129.157
0.885,2000,0.627,Sam Cooke,0.691,125440,0.507,0,2g2GkH3vZHk4lWzBjgQ6nY,0,11,0.457,-10.23,1,(What A) Wonderful World,72,2000-09-26,0.0343,128.518
0.947,1976,0.16,Stevie Wonder,0.576,234093,0.579,0,4RQgqR09VmHn345vRhKQ6T,0,6,0.0777,-9.628,1,Sir Duke,0,1976-09-28,0.0769,106.978
0.405,1968,0.679,Aretha Franklin,0.603,165333,0.271,0,5K09WxKdlkroDyEVyOSySy,0,5,0.141,-10.083,1,(You Make Me Feel Like) A Natural Woman,69,1968-01-22,0.0284,110.89
0.94,1974,0.218,Al Green,0.786,225373,0.418,0,62r1CS9zL1FL5Ilb7hLX7n,0.000158,9,0.134,-11.115,1,Take Me to the River,64,1974-10-02,0.0432,119.101
0.618,2008,0.108,Martha Reeves & The Vandellas,0.601,159000,0.828,0,5wJcMwXuy1x6EatowWOxha,2.35e-06,11,0.106,-5.268,0,Dancing In The Street - Stereo,57,2008-01-01,0.0453,125.945
0.688,2019,0.165,Lady Wray,0.653,218966,0.445,0,0rN1OjmFyAPQmLOloqUBMs,0.0167,5,0.128,-8.749,0,Come On In,58,2019-08-20,0.0248,80.725
0.802,1960,0.85,Dinah Washington,0.673,165760,0.598,0,2m3qhWMiEjqgkfslIRf4pg,0.00147,3,0.652,-9.232,1,Baby (You've Got What It Takes),0,1960,0.0687,133.383
0.311,2001,0.204,Various Artists,0.577,258707,0.481,0,3Qe0dJkQXx7jJWXRxuVqJ0,0.00229,10,0.317,-10.581,0,Easy,0,2001-01-01,0.03,132.159
0.487,1958,0.883,Sam Cooke,0.565,163267,0.286,0,2QW3aWIzjEDdHFPZFvOlXX,0,4,0.178,-10.871,0,You Send Me - Remastered,0,1958-02,0.0289,95.964
0.535,1968,0.684,Otis Redding,0.769,163756,0.367,0,3zBhihYUHBmGd2bcQIobrF,1.62e-05,2,0.081,-11.226,1,(Sittin' On) the Dock of the Bay,75,1968,0.0312,103.621
0.774,1999,0.245,Various Artists,0.813,139507,0.619,0,7lL2lMWNtzOcf5HnEudNgn,0.0151,7,0.113,-8.203,1,Everyday People,63,1999-10-08,0.0294,114.58
0.956,2010,0.666,Various Artists,0.677,172640,0.546,0,5Gird0FlC1rfCDujzz0C4N,1.47e-05,7,0.113,-9.7,1,Rescue Me,0,2010-09-06,0.0321,122.732
0.818,2011,0.181,The Ronettes,0.511,160907,0.769,0,2G2YzndIA6jeWFPBXhUjh5,0,4,0.0921,-7.032,1,Be My Baby,70,2011-02-22,0.042,129.657
0.78,2007,0.0904,The Staple Singers,0.846,196827,0.595,0,5YLnfy7R2kueN0BRPkjiEG,1.96e-06,0,0.063,-8.372,1,I'll Take You There,67,2007-01-01,0.0439,101.632
0.842,1998,0.361,The Foundations,0.657,178533,0.423,0,3XcuLPQb1LG13ZJEEa6wUI,0,0,0.31,-10.465,1,Build Me Up Buttercup,6,1998,0.0308,133.612
0.673,1965,0.625,The Temptations,0.579,165000,0.419,0,6jWkZvd1URGktyTTwcpPpB,0,0,0.0981,-10.72,1,My Girl,1,1965-01-01,0.0346,104.564
0.969,2005,0.469,Sharon Jones & The Dap-Kings,0.674,243760,0.909,0,113bLFbp3F9MVN0w2KJ1ma,0.0131,10,0.105,-3.369,0,How Long Do I Have to Wait for You?,66,2005-01-25,0.0464,103.942
0.727,2019,0.334,The Dip,0.664,174520,0.586,0,4k6WZXbHUFEZR02X9FhOuT,2.96e-06,4,0.16,-7.985,0,Sure Don't Miss You,62,2019-02-08,0.0283,102.991
0.961,2015,0.573,Otis Redding,0.666,141000,0.549,0,3AW8RH8wosGLxd6ZojTGBe,1.84e-06,10,0.122,-8.672,1,Hard to Handle,57,2015-10-30,0.0616,95.552
0.905,2001,0.348,The Isley Brothers,0.541,175893,0.649,0,0CPwNXw5qD9588d86nropo,0,5,0.147,-7.579,1,This Old Heart Of Mine (Is Weak For You) - Single Version / Mono,55,2001-01-01,0.0362,65.383
0.675,1972,0.186,The O'Jays,0.743,178400,0.572,0,28285KFbyCq8sJofn58qlD,1.44e-05,0,0.163,-9.627,1,Love Train,69,1972-01-01,0.0493,122.658
0.702,2016,0.358,Jonny P,0.789,158855,0.38,0,7t7VTdIZS01AfR2w2SHb17,0.0207,1,0.0928,-10.662,1,Good To You,54,2016-11-04,0.0362,92.028
0.675,2000,0.778,Sam Cooke,0.523,162533,0.402,0,0WVTQp3SOCuMr08jh1jweV,0,0,0.432,-8.233,1,Bring It On Home to Me,68,2000-09-26,0.0305,70.863
0.961,2007,0.0723,Various Artists,0.744,142187,0.611,0,5AoTuHE5P5bvC7BBppYnja,0.000532,0,0.0692,-6.386,1,Respect - 2003 Remaster,64,2007-10-30,0.0333,114.991
0.843,2007,0.0838,Stevie Wonder,0.589,172627,0.721,0,6AEaiHXFPOncWxkoKmb5dB,0,5,0.127,-5.8,0,Uptight (Everything's Alright),0,2007-01-01,0.0287,134.208
0.599,2004,0.488,The Chiffons,0.251,128200,0.868,0,6vcG9EgeqJUSmmF65lxUm6,7.34e-06,1,0.814,-2.685,1,One Fine Day,61,2004-10-02,0.128,177.13
0.814,2020,0.336,Swamp Dogg,0.84,170040,0.405,0,0iBnSo8vrCJtPCDb4xuDj4,0.0347,10,0.111,-11.714,0,Good Better Best,46,2020-03-06,0.16,90.036
0.502,1972,0.606,Al Green,0.746,199400,0.273,0,7kWhdmRYv8CqbWNqfojqVd,0.0168,5,0.0526,-16.63,1,Let's Stay Together,0,1972-01-31,0.0573,101.952
0.509,2020,0.766,Lee Fields & The Expressions,0.765,214164,0.497,0,0MIq5zqSNk6XH4BoinuakO,0.151,1,0.122,-6.851,0,Regenerate,6,2020-01-17,0.0483,86.183
0.761,2021,0.00655,The Bamboos,0.782,255228,0.922,0,2rs00HEFJT0yg1NC64JWpS,0.0118,11,0.0728,-4.028,0,Hard Up,49,2021-05-07,0.0497,104.015
0.831,1966,0.206,Marvin Gaye,0.519,177667,0.493,0,4wQD0djo6Id4fQLQeRKQ6e,0,3,0.0754,-10.962,1,It Takes Two,0,1966-08-25,0.0528,151.269
0.812,2008,0.658,Various Artists,0.739,162760,0.626,0,5QXAMj4GVRUPOQVUNJjLJl,0,7,0.14,-7.666,1,Come See About Me,0,2008-01-01,0.0389,126.388
0.763,1992,0.611,Various Artists,0.597,172667,0.71,0,41FRsZNXpsBkJ46BxyC20m,0,5,0.104,-9.798,1,Do You Love Me,0,1992-01-01,0.0378,150.13
0.533,2016,0.623,Lady Wray,0.758,137320,0.364,0,3jrPIWpTMWlh4qIiDAhfPS,5.87e-06,9,0.138,-7.491,0,In Love (Don't Mess Things Up),52,2016-09-23,0.0549,95.619
0.612,1973,0.0952,The Spinners,0.411,191960,0.788,0,6cpNEgirhi0QmLDA2cVSHO,0,8,0.175,-10.197,0,It's A Shame,43,1973-01-01,0.109,198.435
0.561,1970,0.545,Aretha Franklin,0.474,199267,0.473,0,4uCbetXW9LStYPUjCpBVp9,1.25e-06,2,0.0356,-11.454,1,Son of a Preacher Man,61,1970-01-15,0.0601,77.583
0.971,1971,0.29,Jean Knight,0.886,164560,0.491,0,2Bls0igCm79XQQ95IoUbhq,2.46e-06,8,0.229,-12.589,1,Mr. Big Stuff,67,1971,0.171,93.236
0.719,2010,0.35,Various Artists,0.579,157373,0.637,0,7yrhYiObdVbdo1XDUg8VdD,0,0,0.0905,-6.201,1,Baby Love,0,2010-09-06,0.0289,135.28
0.458,2015,0.461,Leon Bridges,0.427,206387,0.465,0,5EA06TsQmqmQXZiEhr1AaM,5.52e-05,6,0.154,-6.595,1,Coming Home,6,2015-06-15,0.0291,112.137
0.866,2008,0.472,Tina Turner,0.621,244160,0.972,0,19jo0UT2vqD4pNVfIqTy4R,0.000585,8,0.195,-3.791,1,River Deep - Mountain High,58,2008-09-30,0.0724,155.113
0.816,1969,0.394,Dusty Springfield,0.401,149160,0.498,0,7odHgoLFi3GQ90E9PeraI3,0,4,0.13,-10.682,1,Son of a Preacher Man,62,1969-03-31,0.0757,181.701
0.778,1964,0.908,The Drifters,0.747,161960,0.226,0,65jrjEhWfAvysKfnojk1i0,0.000168,7,0.107,-13.635,1,Under the Boardwalk,70,1964-06-01,0.0415,123.789
0.965,2005,0.104,Arthur Conley,0.59,141067,0.659,0,0pvA063uNyGQFp7DNtmk0P,6.56e-06,5,0.356,-9.669,1,Sweet Soul Music,61,2005-04-19,0.0697,80.201
0.718,2000,0.0615,Four Tops,0.62,182467,0.763,0,0PpamSdfQzIAvj5OB9Bz54,0,3,0.289,-4.908,0,Reach Out I'll Be There - Single Version / Mono,53,2000-01-01,0.0311,119.534
0.912,1999,0.715,Various Artists,0.699,172187,0.574,0,7rUPIW0pQoshbOtysdlWX2,0,10,0.173,-6.96,1,My Guy,0,1999-08-10,0.0519,126.56
0.626,2011,0.681,Various Artists,0.44,158853,0.682,0,5usNPz6U1acDrkUYekGYDY,3.33e-05,4,0.207,-7.416,1,Then He Kissed Me,58,2011-02-22,0.0373,135.917
0.584,2019,0.0539,Stealth,0.852,174688,0.76,0,5joZkgTCteYR5SWvSesUSQ,3.08e-05,1,0.151,-4.026,1,Black Heart (feat. The Dap-Kings),0,2019-02-15,0.0849,121.672
0.478,2019,0.624,RuthAnne,0.58,210454,0.424,0,4oP1iFJ5GSxeMMHofCg4ae,0,8,0.103,-6.366,1,Love Again,52,2019-10-04,0.0714,92.291
0.515,1971,0.457,Bill Withers,0.527,125093,0.415,0,1k1Bqnv2R0uJXQN4u6LKYt,1.72e-05,4,0.117,-11.451,0,Ain't No Sunshine,78,1971-05-01,0.122,78.169
0.933,2008,0.0573,The Shirelles,0.762,129613,0.528,0,5rrXkymfQdhNBgBZ3BUVbB,0,8,0.281,-6.789,0,Mama Said - Rerecorded Version,50,2008-11-12,0.0335,140.403
0.623,1957,0.792,Ray Charles,0.696,155507,0.547,0,5P11rW6aJErF37MTfRZS31,0,5,0.155,-5.954,0,Hallelujah I Love Her So,63,1957-01-01,0.169,73.203
0.634,1996,0.958,Ella Fitzgerald,0.732,156933,0.138,0,5CMw1IWB7JOpUY9nk54n1K,0,10,0.107,-14.28,1,It's Only A Paper Moon,0,1996-01-01,0.0431,118.44
0.629,1965,0.551,Otis Redding,0.74,175853,0.322,0,5zQyqgNXKzhifkivumzxDS,0.000763,0,0.17,-9.26,1,My Girl,63,1965-09-15,0.0399,102.889
0.619,2000,0.771,Etta James,0.474,170200,0.558,0,4T43c9I2dDyrrlds7qqS2N,0,1,0.839,-6.3,1,Something's Got A Hold On Me - Single Version,0,2000-01-01,0.132,151.221
0.945,2020,0.00281,Lee Fields & The Expressions,0.81,160701,0.76,0,7A3LJCI6LmrGMnFHQ8whl7,0.002,7,0.101,-4.368,1,Thinking About You,46,2020-12-04,0.0411,133.251
0.679,1969,0.195,Marvin Gaye,0.729,195267,0.324,0,27m1soUndRthrAA1ediOXn,0,8,0.101,-13.017,0,I Heard It Through The Grapevine,0,1969-08-26,0.0393,116.855
0.905,2007,0.374,Aretha Franklin,0.69,138720,0.75,0,0jkBzn7J5jc889TYxwvXy6,0,6,0.603,-6.449,1,Think,59,2007-10-29,0.0442,110.102
0.659,2004,0.402,Harold Melvin & The Blue Notes,0.577,452733,0.646,0,2NMbpeb1VI7GyeJQMJZF2I,0,6,0.228,-8.126,1,Wake Up Everybody (feat. Teddy Pendergrass),24,2004-08-31,0.0696,97.814
0.817,2008,0.104,Diplomats of Solid Sound,0.654,149293,0.627,0,0ZZbKNLGRNHs93FhNebPFH,3.18e-05,2,0.143,-6.137,1,Soul Connection,55,2008-04-28,0.0298,109.057
0.7,2008,0.0136,Raphael Saadiq,0.71,184413,0.674,0,4ZKGarvWsSOruOaw40cFNz,1.73e-05,1,0.0366,-5.393,1,Love That Girl,53,2008-09-15,0.0352,124.033
0.925,1964,0.279,Otis Redding,0.883,172333,0.464,0,1aj4GXfmEYXfdVZohCpNKu,1.51e-05,10,0.0744,-11.251,1,Stand by Me,69,1964,0.0591,111.548
0.848,2007,0.0687,Marvin Gaye,0.867,252360,0.915,0,1jogl9f7HlgoN817JlwqgY,0.00135,2,0.347,-6.593,1,Got To Give It Up (Part 1),0,2007-01-01,0.0487,122.678
0.993,2000,0.0935,Four Tops,0.705,166533,0.849,0,1h4rkW5vlG8JnvEUeIBoXl,0,2,0.0384,-3.597,0,It's The Same Old Song - Single Version / Mono,49,2000-01-01,0.0314,126.275
0.851,2017,0.765,Brenton Wood,0.885,153413,0.64,0,7fp41IDi1dqARoX0Nuvz5O,0,7,0.247,-5.305,1,The Oogum Boogum Song,53,2017-02-24,0.0431,112.658
0.737,2011,0.362,Sly Stone,0.748,199427,0.719,0,1XvCs8az0V297Ex0I9VAPu,0.139,2,0.114,-11.172,0,Family Affair,46,2011-08-16,0.0421,107.962
0.753,2015,0.413,Leon Bridges,0.641,183333,0.721,0,3JbqwFY5q0ORO3siv5zL3A,7.15e-06,11,0.246,-6.788,0,Smooth Sailin',1,2015-06-15,0.0451,67.055
0.914,1968,0.221,Aretha Franklin,0.721,167067,0.567,0,2oZmMp5M6L0Rh7G84Um2tF,0,10,0.465,-9.516,1,Chain of Fools,62,1968-01-22,0.0389,116.643
0.61,2014,0.0625,St. Paul & The Broken Bones,0.573,171267,0.786,0,0W5qBuHbbBfCzszFxrQWMc,0.211,7,0.117,-4.354,1,Call Me,1,2014-02-18,0.0353,110.289
0.944,2000,0.439,The Jackson 5,0.67,179227,0.584,0,3tSi6iFO9yLGIYIqMEgjC9,0.00614,8,0.178,-8.325,1,I Want You Back,61,2000-01-01,0.034,98.185
0.727,2007,0.291,Various Artists,0.672,156680,0.818,0,6eJlEcRmeyQfTlDQBDyqkW,4.95e-06,0,0.225,-5.825,1,Soul Man,53,2007-10-30,0.06,114.949
0.878,1994,0.392,King Floyd,0.913,184467,0.481,0,0gtTfaz5zzbJA28Ypu7k0W,7.48e-05,11,0.0279,-8.459,1,Groove Me,58,1994-06-14,0.0998,103.62
0.962,1975,0.522,Hot Chocolate,0.791,244920,0.734,0,714hERk9U1W8FMYkoC83CO,0.00165,5,0.167,-5.464,1,You Sexy Thing,72,1975,0.0629,105.854
0.617,1971,0.339,Al Green,0.772,172320,0.397,0,10vkYRKw6Jjr7try1ir50G,0.00541,7,0.0753,-8.585,1,Tired of Being Alone,68,1971-08-14,0.0391,97.964
0.863,2007,0.0182,Stevie Wonder,0.648,244827,0.751,0,4dwrL3Z5U2RZ6MZiKE2PgL,0.000401,8,0.0418,-8.582,1,Superstition,1,2007-01-01,0.0806,100.437
0.964,1967,0.277,Eddie Floyd,0.864,189840,0.346,0,3YJx77Xx8JSwEoxqrkQO5c,0.00521,4,0.0514,-12.918,1,Knock on Wood,61,1967,0.0365,105.164
0.709,1995,0.106,The Meters,0.521,185227,0.799,0,7b8s4Z0abQQ4x4jpct4GjR,0.732,0,0.332,-11.993,1,Cissy Strut,56,1995,0.097,175.921
0.773,2008,0.183,Various Artists,0.655,166453,0.649,0,2f9HNN1AnSoBiW2aObROr3,0,2,0.0969,-8.092,1,I Second That Emotion,0,2008-01-01,0.0331,95.818
0.966,1974,0.253,Ann Peebles,0.727,150400,0.387,0,5RxZ2t9Pujgw4a8n1SBVkZ,0.0102,1,0.0625,-12.333,1,I Can't Stand The Rain,0,1974-06-11,0.0412,160.392
0.762,1973,0.28,Sly & The Family Stone,0.843,180493,0.48,0,2BydLQAh7CUIFvSEqAMc4x,0.000782,11,0.108,-11.574,0,If You Want Me to Stay,66,1973-06-30,0.0492,101.993
0.714,2019,0.0528,Vintage Trouble,0.544,187783,0.842,0,6bo1ykqKEAYsdwVtR1ze8x,0,0,0.0946,-4.634,1,Pelvis Pusher,48,2019-08-23,0.115,169.406
0.551,1992,0.0906,Wilson Pickett,0.76,187827,0.522,0,7mRak6wBx9OGKXr3zStoHW,3.36e-06,0,0.174,-8.088,1,Mustang Sally,53,1992,0.0348,109.741
0.539,1969,0.555,Marlena Shaw,0.513,177227,0.826,0,0OwvrdjaJOypNsNQHyBWE5,3.48e-05,8,0.366,-8.407,0,California Soul,65,1969-01-01,0.0574,94.582
