valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.512,2021,0.645,NF,0.528,279941,0.854,0,7HiIy4QaA5ud7ZuuyBysKk,0,7,0.617,-3.94,1,STORY,69,2021-03-26,0.532,179.835
0.84,2008,0.0271,Lily Allen,0.775,219893,0.904,1,4XE98WRGbBGRZ7jQ9wIwFt,0.000303,1,0.06,-4.08,0,Fuck You,60,2008-12-02,0.0437,130.009
0.462,2008,0.000334,P!nk,0.534,215160,0.87,1,0JiY190vktuhSGN6aqJdrt,0,11,0.241,-3.078,0,So What,78,2008-10-24,0.0425,126.019
0.45,2002,0.235,Christina Aguilera,0.435,245960,0.92,0,7nXq1vaZiz7PdbfojpPjW5,0.000353,4,0.552,-1.357,0,Fighter,69,2002-07-19,0.201,188.899
0.669,2007,0.000722,Avril Lavigne,0.56,216600,0.959,1,45hOioMDJktr86iKDHC8gr,0.000221,7,0.209,-2.433,1,Girlfriend,76,2007-04-17,0.102,163.983
0.824,1981,0.00192,Joan Jett & The Blackhearts,0.378,169187,0.974,0,7pu8AhGUxHZSCWTkQ2eb5M,0.0139,6,0.0588,-4.055,1,Bad Reputation,68,1981-01-23,0.194,203.715
0.235,2008,0.073,Britney Spears,0.724,224400,0.695,0,4fixebDZAVToLbUCuEloa2,0,11,0.0889,-5.226,1,Womanizer,78,2008-12-02,0.0622,139.0
0.877,2011,0.00472,Avril Lavigne,0.578,220707,0.926,0,2z4U9d5OAA4YLNXoCgioxo,0.0127,6,0.14,-3.689,0,What the Hell,76,2011-03-08,0.0548,149.976
0.887,2017,0.0237,Demi Lovato,0.705,203760,0.64,1,7gvd8xj4QgPqbQSsn5pV7d,0,11,0.262,-6.928,0,Sorry Not Sorry,62,2017-09-29,0.225,144.077
0.924,2003,0.0249,Britney Spears,0.774,198800,0.838,0,6I9VzXrHxO9rA9A5euc8Ak,0.025,5,0.242,-3.914,0,Toxic,82,2003-11-13,0.114,143.04
0.412,2019,0.11,Lizzo,0.715,173325,0.624,1,3HWzoMvoF3TQfYg4UPszDq,0,4,0.123,-3.046,0,Truth Hurts,78,2019-04-19,0.114,158.087
0.354,2013,0.0981,Little Mix,0.641,236013,0.732,0,1iupzLgX4O0Qosb4yDpYoz,0,2,0.285,-5.325,1,Salute,67,2013-11-11,0.0509,82.027
0.506,2017,0.204,Taylor Swift,0.766,211853,0.709,0,1P17dC1amhFzptugyAO7Il,1.41e-05,9,0.126,-6.471,0,Look What You Made Me Do,77,2017-11-10,0.123,128.07
0.861,2008,7.95e-05,Katy Perry,0.706,220227,0.841,0,1TEjSXPdAakDotj2Wji3PU,0,7,0.0688,-3.956,1,Hot N Cold,68,2008-06-17,0.0418,132.032
0.649,2012,0.00532,Taylor Swift,0.599,222733,0.474,0,4GzDUKkd1RwAtYZMMUBM3W,2.84e-06,6,0.0216,-6.794,1,I Knew You Were Trouble.,0,2012-01-01,0.0379,154.182
0.696,2008,0.00223,Katy Perry,0.699,179640,0.76,0,005lwxGU1tms6HGELIcUv9,0,5,0.132,-3.173,1,I Kissed A Girl,70,2008-06-17,0.0677,129.996
0.538,2019,0.0188,Halsey,0.611,231999,0.622,1,340UVheS8z3ncW9TTUhAbc,0,9,0.359,-5.075,0,Nightmare,72,2019-05-17,0.0734,146.11
0.284,2014,0.0064,Ariana Grande,0.687,214840,0.702,0,12KUFSHFgT0XCoiSlvdQi4,4.35e-05,7,0.204,-5.324,0,Break Free,75,2014-08-25,0.0455,129.956
0.419,2020,0.0739,Little Mix,0.448,213693,0.824,0,28xX6K8LnkZve4RiuEB3iK,0,5,0.113,-4.249,0,Sweet Melody,72,2020-10-23,0.057,119.965
0.455,2020,0.139,Lauv,0.703,146375,0.657,1,4Gt2kh3QbAGU6yquOWn4aW,0,4,0.093,-5.363,1,Fake,74,2020-10-13,0.0783,82.96
0.849,2014,0.0113,Ed Sheeran,0.806,219840,0.608,0,1huvTbEYtgltjQRXzrNKGi,0,1,0.635,-7.008,1,Don't,72,2014-06-21,0.0659,95.049
0.233,2016,0.0247,ZAYN,0.565,192133,0.832,0,1zWMf9bVyhY5W3ZORbjNWt,0,10,0.26,-5.732,0,LIKE I WOULD,65,2016-03-25,0.114,112.827
0.0823,2020,0.785,Tate McRae,0.667,169266,0.373,0,45bE4HXI0AwGZXfZtMp8JR,0,4,0.0906,-9.389,1,you broke me first,88,2020-04-17,0.05,124.148
0.811,2016,0.0812,Anne-Marie,0.756,205593,0.589,1,0OwX5aROoW1Iip8FV51Efg,0,0,0.176,-5.093,1,Alarm,62,2016-05-20,0.232,146.928
0.18,2016,0.687,gnash,0.492,251034,0.275,1,7vRriwrloYVaoAe3a9wJHe,0,6,0.101,-13.4,0,i hate u i love u (feat. olivia o'brien),79,2016-03-25,0.3,92.6
0.304,2020,0.0566,Becky Hill,0.682,198743,0.855,0,3oIVK7arAFuUOCGafPLxSC,1e-06,7,0.101,-3.282,1,Better Off Without You (feat. Shift K3Y),70,2020-01-10,0.0401,124.004
0.15,2004,0.248,Kelly Clarkson,0.587,219493,0.583,0,0gJvqi9QyASOCtJu99tytc,0,5,0.124,-5.284,0,Because of You,73,2004,0.0313,139.92
0.349,2013,0.407,Miley Cyrus,0.53,221360,0.422,0,2vwlzO0Qp8kfEtzTsCXfyE,0,5,0.107,-6.262,1,Wrecking Ball,76,2013-10-04,0.0342,119.964
0.522,2011,0.131,Adele,0.729,228293,0.756,0,1CkvWZme3pRgbzaxZnTl5X,0,8,0.0527,-5.119,1,Rolling in the Deep,12,2011-01-19,0.0294,104.945
0.406,2016,0.0376,Beyoncé,0.437,289760,0.803,0,7aBxcRw77817BrkdPChAGY,0,2,0.683,-6.412,1,Freedom (feat. Kendrick Lamar),64,2016-04-23,0.305,84.378
0.301,2011,0.0678,David Guetta,0.604,245040,0.788,0,77TT8Xvx637TpzV8kKGkUw,0.153,0,0.127,-3.673,0,Titanium (feat. Sia),63,2011-08-31,0.103,126.06
0.678,2019,0.128,blackbear,0.778,185093,0.559,1,7aiClxsDWFRQ0Kzk5KI5ku,0,6,0.399,-7.109,0,hot girl bummer,11,2019-08-23,0.0776,129.989
0.841,2019,0.435,SAYGRACE,0.826,175884,0.615,1,6vzLbfskWigBsCzNdB0kfE,0.00631,1,0.334,-4.729,0,Boys Ain't Shit,71,2019-10-18,0.137,102.999
0.453,2017,0.0665,Taylor Swift,0.615,208198,0.779,0,7zgqtptZvhf8GEmdsM2vp2,0,2,0.155,-6.454,1,...Ready For It?,0,2017-09-03,0.135,160.0
0.572,2014,0.0197,Sia,0.399,216120,0.787,0,4VrWlk8IQxevMvERoX08iC,6.07e-05,1,0.0685,-2.88,1,Chandelier,78,2014-07-04,0.0499,117.089
0.221,2015,0.0294,Taylor Swift,0.654,200107,0.655,0,6xsEAm6w9oMQYYg3jkEkMT,0,11,0.139,-7.388,0,Bad Blood,69,2015-05-17,0.106,170.16
0.475,2016,0.577,Little Mix,0.62,238720,0.808,0,33dY25vtBFUZ6m948fb3eK,0,2,0.0971,-3.555,1,F.U.,54,2016-11-18,0.0481,97.011
0.626,2016,0.0112,Little Mix,0.693,216947,0.872,0,7zOpDXHifG4AWzzEQlWocQ,0,8,0.0327,-4.127,0,Freak,50,2016-11-18,0.17,124.984
0.183,2013,0.0021,Little Mix,0.708,224640,0.811,0,5RsMV3Dxd4MNRnJiOqvYMz,0.00183,11,0.0657,-4.815,0,About the Boy,45,2013-11-11,0.043,102.986
0.801,2016,0.0242,Little Mix,0.773,246240,0.747,0,0ErK6K0kYr0Ow2RkPMhmMs,8.99e-06,5,0.109,-4.061,1,Shout Out to My Ex,79,2016-11-18,0.0885,126.014
0.261,2016,0.159,SAYGRACE,0.332,201493,0.635,0,6KI1ZpZWYAJLvmVhCJz65G,2.79e-06,7,0.0599,-5.653,1,You Don't Own Me (feat. G-Eazy),70,2016-07-01,0.0898,186.249
0.438,2015,0.0223,Selena Gomez,0.672,229080,0.593,0,6ZANrVuAMp2rpjhfbOuJly,0,11,0.214,-4.01,0,Same Old Love,68,2015-10-09,0.0304,98.02
0.575,2020,0.127,Doja Cat,0.707,134240,0.955,0,78qd8dvwea0Gosb6Fe6j3k,0,10,0.202,-4.593,0,Boss Bitch,83,2020-01-23,0.222,125.989
0.395,2015,0.0509,Rihanna,0.781,219306,0.728,1,0NTMtAO2BV4tnGvw9EgBVq,1.94e-06,1,0.257,-4.981,1,Bitch Better Have My Money,75,2015-03-26,0.0621,102.99
0.323,2019,0.462,Billie Eilish,0.678,180953,0.533,0,3XF5xLJHOQQRbWya6hBp7d,0.219,4,0.139,-10.485,1,you should see me in a crown,79,2019-03-29,0.186,150.455
0.609,2018,0.0422,Sabrina Carpenter,0.46,179227,0.809,0,3WVhkjB7Y4xFruqoCAajBb,5.04e-05,6,0.138,-5.415,1,Sue Me,71,2018-11-09,0.326,157.184
0.55,2020,0.114,Selena Gomez,0.753,162596,0.564,0,7eOkHIcaoUhngxxypM5Ajr,0.0273,10,0.359,-7.908,0,Look At Her Now,70,2020-01-10,0.252,77.342
0.927,2011,0.162,Ed Sheeran,0.749,220413,0.837,1,5KL4iZkCTZyXl7KnHgfVDj,0,7,0.525,-8.837,1,You Need Me I Don't Need You,64,2011-09-09,0.0512,103.483
0.797,2018,0.109,Charlie Puth,0.775,208787,0.613,0,5cF0dROlMOK5uNZtivgu50,2.33e-05,3,0.134,-4.586,0,Attention,81,2018-05-11,0.0542,100.066
0.533,2020,0.297,Halsey,0.752,201661,0.488,1,6FZDfxM3a3UCqtzo5pxSLZ,9.11e-06,6,0.0936,-7.05,1,Without Me,77,2020-01-17,0.0705,136.041
0.762,2020,0.0875,Ellie Goulding,0.64,188067,0.789,0,15og0pCEcTFWEXOFKdcJlU,0,8,0.147,-4.891,1,Hate Me,69,2020-07-16,0.0644,75.018
0.866,2008,0.538,Jazmine Sullivan,0.683,266307,0.664,0,56z2qI0gKcPthQF6l8AW3E,0,5,0.0671,-4.233,0,Bust Your Windows,65,2008-09-23,0.0332,106.991
0.303,2019,0.257,Sigrid,0.544,184320,0.759,0,5DCaAsjQRLYvvdFUzaYnAz,6.53e-05,10,0.35,-4.839,1,Don't Kill My Vibe,59,2019-03-08,0.121,150.032
0.498,2020,0.0768,The Vamps,0.818,181600,0.615,0,24u37Wx6wCOeBAi8g203KC,2.44e-06,5,0.142,-5.536,1,Would You,60,2020-10-16,0.0691,102.936
0.253,2017,0.0209,Lorde,0.594,234653,0.721,0,6ie2Bw3xLj2JcGowOlcMhb,8.55e-06,2,0.0879,-7.812,1,Green Light,75,2017-06-16,0.0957,128.942
0.545,2014,0.00433,One Direction,0.536,228133,0.768,0,2Bs4jQEGMycglOfWPBqrVG,0,10,0.114,-5.948,0,Steal My Girl,79,2014-11-17,0.0347,77.217
0.474,2016,0.091,James Arthur,0.486,234147,0.726,0,0NPRq1Ti6JYKOqSyiVYWZT,0,7,0.122,-4.441,0,Back from the Edge,54,2016-10-28,0.0539,73.102
0.569,2005,0.00516,The Pussycat Dolls,0.877,272080,0.637,0,1gZ7i4qxXkHZb1r6eioaAP,2.5e-06,1,0.0959,-3.493,0,Don't Cha,69,2005-01-01,0.101,119.988
0.496,2020,0.167,Dua Lipa,0.73,221820,0.694,0,6ftrW1qJ3TPKk1W0A0qMwO,1.05e-06,4,0.331,-4.47,0,Break My Heart,34,2020-03-26,0.0891,113.011
0.297,2011,0.143,Beyoncé,0.545,253747,0.649,0,3lBRNqXjPp2j3JMTCXDTNO,1.57e-05,6,0.0894,-4.062,1,Best Thing I Never Had,72,2011-06-24,0.0324,99.099
0.625,2014,0.0192,Ariana Grande,0.66,193920,0.805,0,6xCNYRfzZtoQRo1xruPmNq,8.83e-06,1,0.159,-5.352,0,Problem,0,2014-08-22,0.153,103.009
0.375,2011,0.0491,Jessie J,0.663,195240,0.843,1,4wAJ8aQ9Ufj9ylfWESkrDL,0,2,0.364,-3.672,1,Do It Like A Dude,59,2011-01-01,0.049,140.036
0.557,2011,0.637,Adele,0.618,221427,0.753,0,76N7FdzCI9OsiUnzJVLY2m,0,7,0.0905,-5.05,0,Rumour Has It,5,2011-01-19,0.0451,120.041
0.345,2019,0.153,Sam Smith,0.477,202205,0.682,0,6b2RcmUt1g9N9mQ3CbjX2Y,0,1,0.0763,-4.931,0,How Do You Sleep?,78,2019-07-19,0.0925,110.567
0.669,2020,0.309,Jeremy Zucker,0.802,174520,0.272,1,5T9S5x5hEOvgGKWysm683a,0,4,0.403,-10.563,1,not ur friend,0,2020-02-28,0.412,68.969
0.522,2019,0.00122,Conan Gray,0.623,185787,0.647,0,7hpJ9tATWb2vztlq99hERP,0,8,0.354,-5.438,1,Maniac,22,2019-10-25,0.04,107.987
0.212,2017,0.616,Sam Smith,0.499,226731,0.3,0,5qOWH742APK9OAIhQBflvV,1.69e-06,10,0.128,-8.631,1,Nothing Left For You,50,2017-11-03,0.0433,126.724
0.556,2020,0.154,Sam Smith,0.653,213869,0.667,0,5hvwx5i67IwnCkjl9VHkNv,0,10,0.107,-6.764,0,Diamonds,79,2020-09-17,0.0423,104.181
0.259,2020,0.00115,Miley Cyrus,0.705,223279,0.814,0,27ycaQnQAxaPiyeg3nr2aB,0.00312,4,0.203,-5.466,0,Midnight Sky,79,2020-08-14,0.0346,110.0
0.585,2018,0.423,Zara Larsson,0.665,190932,0.699,1,5tAa8Uaqr4VvA3693mbIhU,0,11,0.0969,-5.265,1,Ruin My Life,72,2018-10-18,0.0578,124.896
0.663,2010,0.00841,Victorious Cast,0.623,193547,0.869,0,2jXxUK7a6zVPStFSCZqe4G,0,5,0.0771,-3.376,1,Beggin' On Your Knees (feat. Victoria Justice),54,2010,0.0481,130.013
0.34,2008,0.00154,The Pussycat Dolls,0.673,245680,0.686,0,7aKOynv41IGU8uiXmpz7ok,0,11,0.382,-5.745,0,When I Grow Up,0,2008,0.0454,118.43
0.377,2014,0.0904,Iggy Azalea,0.912,199938,0.716,1,3W3KtDwAIg3mAruSpnfG3Q,0,10,0.0491,-4.141,0,Fancy,71,2014-01-01,0.0697,94.981
0.353,2013,0.00314,Katy Perry,0.645,215672,0.585,0,5jrdCoLpJSvHHorevXBATy,0,6,0.165,-6.122,1,Dark Horse,76,2013-10-18,0.0513,131.931
0.458,2017,0.0672,Cardi B,0.929,223962,0.723,1,2771LMNxwf62FTAdpJMQfM,0,11,0.346,-5.792,0,Bodak Yellow,63,2017-06-16,0.109,125.022
0.835,2010,0.0105,Rihanna,0.769,243600,0.684,0,7ySUcLPVX7KudhnmNcgY2D,0.000125,1,0.0887,-5.019,1,S&M,76,2010-01-01,0.0411,127.972
0.209,2020,0.0567,Little Mix,0.307,160507,0.666,0,7DAR0pwM2Mtv4ThgAbnvdI,0,7,0.0677,-4.682,1,If You Want My Love,0,2020-11-05,0.0613,202.636
0.491,2016,0.0188,Dua Lipa,0.654,178583,0.796,1,7kJlTKjNZVT26iwiDUVhRm,0,2,0.0948,-4.761,0,Blow Your Mind (Mwah),71,2016-08-26,0.122,108.854
0.305,2017,0.0679,Taylor Swift,0.696,238253,0.602,0,3TcMyNevhQZ35yaA8jHSBq,2.11e-05,0,0.0696,-6.156,0,I Did Something Bad,0,2017-11-10,0.159,82.989
0.752,2012,0.00468,Victorious Cast,0.73,154733,0.858,0,3XHdk0KVdgO2sRH5dqibFB,0,3,0.0866,-2.733,1,Take A Hint,55,2012-09-14,0.064,134.003
0.412,2019,0.229,Ariana Grande,0.717,207320,0.653,1,3e9HZxeyfWwjeyPAMmWSSQ,0,1,0.101,-5.634,1,thank u next,83,2019-02-08,0.0658,106.966
0.519,2014,0.192,Iggy Azalea,0.743,209423,0.72,1,7pNC5ZIKtwUK0ReSpM3P9f,0.000386,11,0.109,-3.753,1,Black Widow,66,2014-01-01,0.124,163.99
0.344,2019,0.411,Mahogany Lox,0.934,117363,0.658,1,1CF5kzz5XDBAL24wtVyyTJ,0.000738,0,0.0809,-8.052,1,Take Your Man,61,2019-10-18,0.108,110.015
0.594,2015,0.063,Fifth Harmony,0.884,224573,0.765,0,41Fflg7qHiVOD6dEPvsCzO,7.04e-06,8,0.118,-3.865,1,Worth It (feat. Kid Ink),75,2015-01-30,0.0882,99.987
0.467,2013,0.199,Miley Cyrus,0.548,229693,0.833,1,6dDIOU6AqgLkrjFNPgvKY6,0,7,0.305,-3.294,1,FU (feat. French Montana),61,2013-10-04,0.0497,190.029
0.603,2017,0.334,Camila Cabello,0.334,216391,0.617,0,1SJtlNRJDeYHioymcvsqev,0,6,0.163,-5.834,0,Crying in the Club,70,2017-05-18,0.383,85.227
0.785,2019,0.348,Todrick Hall,0.935,236190,0.611,1,0nzsxcMmkFwfLB8IJ6Ok9g,6.9e-06,1,0.0825,-8.689,1,Nails Hair Hips Heels,0,2019-05-23,0.133,126.008
0.8,2017,0.0239,Little Mix,0.773,246240,0.747,0,1pwo8l3Ko7idwaz4LVUEC4,8.23e-06,5,0.11,-4.061,1,Shout Out to My Ex,6,2017-11-24,0.0889,126.014
0.8,2018,0.177,Little Mix,0.754,229720,0.854,1,222B3aljXx6fFwKmFjuBED,0,5,0.0808,-3.449,0,Woman Like Me (feat. Nicki Minaj),73,2018-11-16,0.0608,75.002
0.472,2017,0.27,Olivia O'Brien,0.813,180693,0.351,1,3HzcPKuTJyMmkWDgzswarl,0,8,0.177,-6.568,0,Fuck Feelings,64,2017-11-17,0.0442,104.981
0.828,2010,0.0543,Sean Kingston,0.72,201947,0.607,0,4vVTI94F9uJ8lHNDWKv0i2,0,1,0.113,-4.168,1,Eenie Meenie,77,2010-03-23,0.0322,121.223
0.234,2018,0.00451,Little Mix,0.847,154787,0.656,1,7IOuCLt770D8v0u3SVaDeI,0.000854,2,0.143,-4.976,1,Wasabi,71,2018-11-16,0.115,114.001
0.544,2008,0.0192,Britney Spears,0.717,216520,0.587,0,2hdy9Wt9qp7M7d0U3ossu2,0,4,0.0523,-7.296,0,If U Seek Amy,70,2008-12-02,0.0339,129.954
0.603,2018,0.00211,Little Mix,0.814,191760,0.627,0,1nIfDGW6LmzWwrx1cAX5ts,0.00124,8,0.0607,-3.294,1,Joan of Arc,58,2018-11-16,0.0499,100.019
0.147,2020,0.0757,Davina Michelle,0.473,241027,0.546,0,35PLIvgitn0IviuJJr4jlK,0,3,0.139,-7.519,0,Liar - Single Version,52,2020-11-20,0.0373,74.964
0.409,2018,0.351,Little Mix,0.445,214693,0.595,0,3j6w635W6AKCxt98kZ3RIv,0,1,0.115,-4.477,0,Notice,52,2018-11-16,0.0699,131.032
0.51,2013,0.09,Little Mix,0.359,211173,0.95,0,0oPDjsyEtvBfescdyJcWYt,0,10,0.371,-3.49,0,How Ya Doin'? (feat. Missy Elliott),0,2013-04-04,0.476,200.617
0.875,2008,0.000282,Rihanna,0.801,200573,0.674,0,46aZJc0z1HHHSFxaIRxYSP,0.000139,8,0.0914,-4.185,0,Breakin' Dishes,52,2008-06-02,0.0311,125.009
0.682,2009,0.000441,La Roux,0.674,205733,0.882,0,3pU3mRumn5rWii1rKNu1eV,6.47e-05,3,0.068,-2.771,0,Bulletproof,0,2009,0.0477,123.016
0.516,2017,0.115,Katy Perry,0.797,227292,0.791,0,14oOKFGuXu8DqvOe1W8vao,6e-05,6,0.144,-5.799,1,Bon Appétit,0,2017-04-28,0.0626,106.044
0.575,2008,0.00864,Rihanna,0.583,275987,0.829,0,49FYlytm3dAAraYgpoJZux,0,1,0.0426,-4.603,1,Umbrella,82,2008-06-02,0.134,174.028
